id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
40594872,"CAPITOL HILL, WALK TO THE MALL",22341557,Fly With,,"Union Station, Stanton Park, Kingman Park",38.89862,-76.99696,Entire home/apt,210,3,0,,,1,83
40594915,Near Capitol ◢ PERFECTLY Located ◢ 2BR Condo,276944253,Oliver,,"Capitol Hill, Lincoln Park",38.88316,-76.99,Entire home/apt,109,1,4,2020-01-19,1.56,15,143
40595270,Modern Historic DC Home ★ By Convention Center,187838143,Wendy,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91514,-77.02655,Entire home/apt,459,2,12,2020-02-16,6.79,1,288
40597962,1 BR Apt - Cozy - Parking - Close to Penn Ave 1,276944253,Oliver,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86954,-76.9723,Entire home/apt,70,2,2,2020-01-17,1.25,15,180
40597999,1 BR Apt - Cozy - Parking - Close to Penn Ave 3,276944253,Oliver,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86782,-76.97247,Entire home/apt,70,2,2,2020-01-18,1.58,15,132
40598008,1 BR Apt - Cozy - Parking - Close to Penn Ave 2,276944253,Oliver,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86737,-76.97172,Entire home/apt,90,2,4,2020-02-16,2.11,15,170
40602901,Fabulous Furnished Apartments Capitol Hill- 663,117181690,Joshua,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87578,-77.01436,Entire home/apt,299,1,0,,,20,365
40603815,Fabulous Furnished Apartments Capitol Hill-664,117181690,Joshua,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87748,-77.01308,Entire home/apt,199,1,0,,,20,365
40604456,Fabulous Furnished Apartments Capitol Hill - 665,117181690,Joshua,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87563,-77.01335,Entire home/apt,199,1,0,,,20,365
40604826,Fabulous Furnished Apartments Capitol Hill- 666,117181690,Joshua,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87557,-77.0136,Entire home/apt,222,1,0,,,20,365
40605110,Fabulous Furnished Apartments Capitol Hill - 667,117181690,Joshua,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87599,-77.0138,Entire home/apt,222,3,0,,,20,358
40606354,Fabulous Furnished Apartments Capitol Hill - 668,117181690,Joshua,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87714,-77.01323,Entire home/apt,233,1,0,,,20,365
40607081,Sojourn | Turnkey Luxury | DuPont 1 Bedroom,39930655,Nicole &,,"Dupont Circle, Connecticut Avenue/K Street",38.9137,-77.04473,Private room,71,1,4,2020-01-08,1.79,62,0
40612056,Spacious 2 bed/2 bath in Dupont Circle,8755994,Nora,,"Dupont Circle, Connecticut Avenue/K Street",38.9138,-77.04202,Entire home/apt,175,2,7,2020-02-17,3.96,1,89
40612972,Comfy basement in a hip neighborhood,21611602,Jimena,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9287,-77.02095,Private room,80,10,0,,,1,0
40613735,"Newly renovated, hidden gem, 10 min to US Capitol.",69033883,Lindsey,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86533,-76.96965,Private room,30,1,12,2020-01-05,5.07,2,22
40616354,Chic studio apt 9 minute walk to WhiteHouse,102003068,Reyume,,"West End, Foggy Bottom, GWU",38.89766,-77.04618,Entire home/apt,107,1,13,2020-02-09,7.80,2,111
40617322,Waterfront Gem | Business or Pleasure Getaway,30110314,Myron,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87658,-77.01503,Entire home/apt,110,1,2,2020-02-16,1.87,2,45
40618164,Your Happy Place!,24883909,Shaunbay,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90708,-76.98416,Private room,50,1,9,2020-02-16,3.75,1,109
40620454,Cardozo Guesthouse - Pembroke Room,161649426,Kathleen,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9147,-77.03076,Private room,85,2,1,2020-02-16,1,4,178
40628757,Fabulous Furnished Apartments Capitol Hill - 661,117181690,Joshua,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87593,-77.01351,Entire home/apt,220,1,0,,,20,363
40632048,Solitude in the City,106426179,Deb,,"Takoma, Brightwood, Manor Park",38.96714,-77.0246,Private room,47,50,0,,,5,131
40636518,Fabulous Furnished Apartments Capitol Hill - 659,117181690,Joshua,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87552,-77.01493,Entire home/apt,222,1,0,,,20,365
40638572,Spacious 14th (Top Floor) 1 BD/1 BA in heart of DC,315102717,Senait,,"Union Station, Stanton Park, Kingman Park",38.9031,-77.00718,Entire home/apt,175,5,1,2020-01-26,1,1,30
40648469,Vacation home near Downtown DC,139824107,Tad,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.89983,-76.97682,Entire home/apt,110,3,4,2020-01-31,1.74,4,264
40655736,Cardozo Guesthouse - Duxbury Room,161649426,Kathleen,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91631,-77.02967,Private room,115,2,1,2020-01-12,0.71,4,172
40656084,Cardozo Guesthouse - Hingham Room,161649426,Kathleen,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91468,-77.02948,Private room,115,2,0,,,4,180
40656549,Cardozo Guesthouse - Norwell Room,161649426,Kathleen,,"Howard University, Le Droit Park, Cardozo/Shaw",38.9161,-77.02939,Private room,145,2,0,,,4,162
40664133,DC Vacation home,139824107,Tad,,"Woodridge, Fort Lincoln, Gateway",38.93192,-76.97147,Entire home/apt,99,3,0,,,4,362
40670115,2FULLSIZE BED-THE BEST LOCATION———FREE PARKING!,44675281,Oz,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90223,-76.98894,Private room,35,1,3,2020-01-11,1.22,4,0
40670698,Budget Boutique- Minutes to Downtown DC!,38952364,Mario,,Historic Anacostia,38.86385,-76.98254,Entire home/apt,75,1,7,2020-02-15,4.12,1,198
40673263,Private Basement Studio with Separate Entrance,17302565,Megan,,"North Michigan Park, Michigan Park, University Heights",38.95113,-76.98945,Entire home/apt,65,1,4,2020-02-09,1.76,1,7
40676569,Brand new 1 bedroom sub-lease,55971283,Kenneth,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92605,-77.03752,Entire home/apt,85,30,0,,,1,173
40677062,Sunny Oasis in Columbia Heights,16215409,Anna,,"Brightwood Park, Crestwood, Petworth",38.93838,-77.03204,Entire home/apt,150,1,0,,,1,0
40677499,"Room at ""The Mall"" your place at the heart of DC.",45767716,Ric,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88237,-77.01447,Private room,48,2,2,2020-02-20,2,2,174
40678142,Fabulous Furnished Apartments Capitol Hill - 669,117181690,Joshua,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87705,-77.01441,Entire home/apt,222,1,0,,,20,365
40678331,Fabulous Furnished Apartments Capitol Hill -670,117181690,Joshua,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87685,-77.01485,Entire home/apt,259,1,0,,,20,365
40696444,"Awesome, Industrial Studio, near National Mall",217274334,Carly,,"Union Station, Stanton Park, Kingman Park",38.89934,-77.00043,Entire home/apt,131,1,1,2020-02-09,1,1,334
40697873,"Sunny Cozy 2 bedrooms, 2 full bath apartment",75680170,Hasnaa,,"Brightwood Park, Crestwood, Petworth",38.95638,-77.01749,Entire home/apt,115,2,1,2020-02-16,1,1,69
40699826,Finished Basement in NE Home,61423718,Michael,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.9053,-76.9897,Private room,50,1,2,2019-12-10,0.80,1,89
40703936,2BR Walk to DuPont Circle & Logan Circle- Sleeps 4,17633,Charlotte (& Anna-Regina),,"Dupont Circle, Connecticut Avenue/K Street",38.91059,-77.03644,Entire home/apt,229,2,3,2020-02-10,1.76,54,167
40706032,Guest Suite w/ Prvte Entry/Prvte Bed&Bath/by Metro,83278191,Renae,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92786,-77.02089,Entire home/apt,50,3,9,2020-02-10,4.43,1,66
40706337,GORGEOUS ◢  Modern LUX Dream  ◢   3 BR Row Home,259879209,Oliver,,"Shaw, Logan Circle",38.91245,-77.02429,Entire home/apt,420,2,9,2020-02-09,4.91,3,79
40709511,Cozy Artist Studio in the ❤️ of DC,31487104,Lili,,"Dupont Circle, Connecticut Avenue/K Street",38.91264,-77.04522,Entire home/apt,99,2,0,,,1,38
40709622,Artsy & Cozy  Studio Apartment (near Capitol Hill),27012575,Charles,,"Capitol View, Marshall Heights, Benning Heights",38.87672,-76.93925,Entire home/apt,50,1,3,2019-12-30,1.20,1,50
40712339,The Suite Spot (Brookland),145868213,Sharon,,"Brookland, Brentwood, Langdon",38.93365,-76.98429,Entire home/apt,85,3,1,2020-02-16,1,1,29
40712972,Spacious downtown suite near convention ctr/metro,27980626,G,,"Shaw, Logan Circle",38.90633,-77.01655,Private room,118,2,1,2019-12-29,0.54,1,88
40716667,Columbia Heights Classy,288196822,Joshua,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92907,-77.02741,Private room,50,1,7,2020-02-18,3.68,1,169
40717616,"Brand New, Comfy 3 Bed, 2.5 Bath Petworth Home",122503294,Ikepo,,"Brightwood Park, Crestwood, Petworth",38.95452,-77.02195,Entire home/apt,161,3,8,2020-02-18,3.58,1,250
40721023,"Luxurious Condo in Heart of NW Wash, DC",76601346,Alexandrinho,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90443,-77.01574,Entire home/apt,150,4,3,2020-02-08,2.31,1,12
40725345,The Heights 2,148704165,F,,"Douglas, Shipley Terrace",38.84677,-76.98336,Private room,65,2,0,,,2,360
40730600,HIP APT ON H ST*FAST WIFI*WALKSCORE 91*CAN SLEEP 6,65145620,Nadase,,"Union Station, Stanton Park, Kingman Park",38.89959,-76.98549,Entire home/apt,349,1,0,,,4,180
40731500,Modern Townhouse with Walk to Metro,2548183,Paulius,,"Mayfair, Hillbrook, Mahaning Heights",38.90045,-76.95143,Entire home/apt,99,5,0,,,3,0
40732457,✨Gorgeous✨ 2bd/2ba condo w/ outdoor area!  Hosts 6,37782082,Anne Marie,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92668,-77.03443,Entire home/apt,130,1,5,2020-02-17,3.06,5,220
40734292,Tranquil two bedroom home w/ free parking,138951369,Ben,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.90175,-76.93729,Entire home/apt,135,2,3,2020-01-19,1.64,1,77
40736026,Sojourn | Turnkey Luxury | 1 Bedroom,39930655,Nicole &,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91636,-77.03039,Entire home/apt,175,2,9,2020-01-15,4.22,62,99
40737478,Large Upscale DC Apartment Close to Capitol Hill!,36884145,Jay,,"Union Station, Stanton Park, Kingman Park",38.90569,-77.00527,Private room,400,1,0,,,1,83
40747674,"Mod Foggy Bottom 1BR w/ Doorman, Sundeck, nr. Hospital, by Blueground",107434423,Blueground,,"West End, Foggy Bottom, GWU",38.90143,-77.05279,Entire home/apt,106,30,0,,,165,202
40747715,"Hip Foggy Bottom 1BR w/ Doorman, Gym, Sundeck, nr. IMF &, by Blueground",107434423,Blueground,,"West End, Foggy Bottom, GWU",38.90143,-77.05279,Entire home/apt,145,30,0,,,165,158
40747740,"Hip Penn Quarter 1BR w/ W/D, Doorman, nr. Metro, by Blueground",107434423,Blueground,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89889,-77.01919,Entire home/apt,122,30,0,,,165,309
40748525,Hydeaway Bed and Breakfast - Queen Suite,313872722,Gary,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91593,-77.03017,Private room,125,2,2,2020-02-16,2,5,158
40750190,Hydeaway Studio - U Street/Cardozo Metro,313872722,Gary,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91449,-77.0289,Entire home/apt,100,1,0,,,5,21
40753807,Want to be close to metro?,90860645,Phillip,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92578,-76.99737,Shared room,29,2,5,2020-01-19,2.31,9,121
40759002,Cozy house near the Capitol & National Mall,21264693,Khiara,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91494,-77.0121,Private room,50,4,1,2020-01-04,0.60,1,33
40760187,"NEW! Mid-Mod Home-Walk to Shops, Restaurants, Bars",122382567,Evolve,,"Shaw, Logan Circle",38.91001,-77.02144,Entire home/apt,437,2,0,,,20,345
40760974,Great location. Cozy Spacious Room.,316604973,Tinbite,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86782,-76.97857,Private room,45,1,0,,,7,78
40762218,COZY ★ 1 Bed Basement Apartment ☆ w/ EZ Parking,276944253,Oliver,,"Takoma, Brightwood, Manor Park",38.96296,-77.02635,Entire home/apt,59,2,7,2020-02-12,2.92,15,144
40772341,Hydeaway 1 Bedroom apartment,313872722,Gary,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91476,-77.02938,Entire home/apt,145,3,0,,,5,50
40779019,Private Room East of the River (Congress Heights),12772545,Margaret,,"Congress Heights, Bellevue, Washington Highlands",38.83283,-77.00359,Private room,45,1,2,2020-02-16,1.13,1,169
40779306,Awesome upscale new apt w/ modern comforts,139859248,John,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90599,-76.98549,Entire home/apt,60,1,8,2020-02-17,5.58,1,135
40783246,Private room. Free parking,28313647,Ika,,"Capitol View, Marshall Heights, Benning Heights",38.8912,-76.92255,Private room,30,1,10,2020-02-16,4.69,1,61
40786381,Luxurious Apartment Centrally Located,296107713,Sílvia,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90109,-77.0174,Entire home/apt,101,1,10,2020-02-11,4.69,1,29
40796728,"Lovely Apt, Heart of Capitol Hill + Eastern Market",7279350,Rashin,,"Capitol Hill, Lincoln Park",38.8788,-76.99155,Entire home/apt,109,1,2,2020-01-20,1.54,1,312
40800322,"Crisp Logan Circle 1BR nr. 14th Street & Metro, by Blueground",107434423,Blueground,,"Shaw, Logan Circle",38.90887,-77.03272,Entire home/apt,98,30,0,,,165,261
40803545,Brand New Modern 2 Bedroom Apt in Bloomingdale,4484066,Amy,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91385,-77.01041,Entire home/apt,120,2,7,2020-02-09,3.56,1,51
40815014,Modern Luxury in Row House near Convention Center,58484583,Gina,,"Shaw, Logan Circle",38.91166,-77.02268,Entire home/apt,249,2,3,2020-01-25,1.84,1,6
40815353,Amazing historic house.  Close to White House,317393138,Demian,,"Shaw, Logan Circle",38.90982,-77.02792,Entire home/apt,295,1,2,2020-01-14,0.91,1,267
40828963,Great location. Cozy Spacious Room.,316604973,Tinbite,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86713,-76.97918,Private room,45,1,0,,,7,176
40838085,Calm Bedroom in Bloomingdale Row House - DC,2869895,Apoorva,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91501,-77.013,Entire home/apt,85,5,1,2019-12-18,0.45,1,43
40849295,Petworth’s Gem,109042782,Sonia,,"Brightwood Park, Crestwood, Petworth",38.94496,-77.02339,Private room,95,2,0,,,1,0
40852630,Cozy & Modern Apartment in Historic Kingman Park,45764040,Nancy,,"Union Station, Stanton Park, Kingman Park",38.89653,-76.97973,Entire home/apt,90,2,3,2020-01-19,1.67,2,16
40854143,"Roomy Logan Circle 1BR nr. 14th Street & Metro, by Blueground",107434423,Blueground,,"Shaw, Logan Circle",38.90887,-77.03272,Entire home/apt,102,30,0,,,165,251
40860543,music filled D.I.Y. airBnB #1: harry potter room,4948020,Celesta,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.9352,-77.07244,Private room,50,1,2,2020-01-28,0.91,3,5
40866549,Beautifully Restored Modern Row House,129394210,Daniel,,"Takoma, Brightwood, Manor Park",38.96446,-77.03289,Entire home/apt,125,3,0,,,2,73
40872058,Cozy and Comfortable,318207063,Amber,,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.84972,-76.96796,Shared room,175,3,0,,,2,364
40885733,music filled D.I.Y. airBnB #2: cozy green room,4948020,Celesta,,"Cathedral Heights, McLean Gardens, Glover Park",38.93615,-77.07321,Private room,40,1,1,2019-12-22,0.48,3,0
40886580,Studio In The City!,23352427,Elizabeth,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91284,-77.01706,Entire home/apt,120,3,0,,,1,0
40887210,music filled D.I.Y. airBnB #3; small suite,4948020,Celesta,,"Cathedral Heights, McLean Gardens, Glover Park",38.93478,-77.07309,Private room,45,3,2,2020-01-13,1.09,3,4
40887825,"Sleek Dupont Circle 1BR nr. 14th Street & Logan Circle, by Blueground",107434423,Blueground,,"Dupont Circle, Connecticut Avenue/K Street",38.9117,-77.03698,Entire home/apt,110,30,0,,,165,220
40888244,Sweet sustainable penthouse in the SKY w/ parking!,9246260,Tanya,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92572,-76.99963,Entire home/apt,150,2,7,2020-02-08,4.77,1,11
40888904,Spacious 2B | Gym + Next to Metro | by GLS,30283594,Kara,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87653,-77.01503,Entire home/apt,189,1,1,2020-01-13,0.73,40,363
40889146,JAMES' GUCCI HOME,104778020,James,,"Congress Heights, Bellevue, Washington Highlands",38.82765,-77.00829,Entire home/apt,1900,1,0,,,2,0
40892657,420 Friendly Cozy and Contemporary,35332084,Michael,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92645,-77.03522,Entire home/apt,72,2,12,2020-02-20,5.71,1,125
40897645,Apex Rooms in Washington DC,268618822,Fatma,,"Brookland, Brentwood, Langdon",38.92657,-76.97264,Entire home/apt,59,1,6,2020-02-16,3.21,2,344
40900395,Sojourn | Turnkey Luxury | Studio DuPont,39930655,Nicole &,,"Dupont Circle, Connecticut Avenue/K Street",38.91324,-77.04315,Entire home/apt,175,1,12,2020-02-06,5.71,62,45
40900667,Sojourn | Turnkey Luxury | DuPont 1 Bedroom,39930655,Nicole &,,"Dupont Circle, Connecticut Avenue/K Street",38.91388,-77.0439,Entire home/apt,245,1,5,2020-01-27,3.06,62,340
40900830,"Capitol Hill, Smithsonian, Two bedrooms, Metro",317377051,Ahmet,,"Capitol Hill, Lincoln Park",38.88344,-76.99176,Entire home/apt,137,1,7,2020-02-17,3.33,2,266
40901024,Sojourn | Turnkey Luxury | DuPont 1 Bedroom,39930655,Nicole &,,"Dupont Circle, Connecticut Avenue/K Street",38.91354,-77.04438,Entire home/apt,287,1,5,2020-02-03,2.38,62,0
40908490,Luxurious Condo in the heart of Washington DC,83219521,Song,,"Shaw, Logan Circle",38.91293,-77.0211,Entire home/apt,398,1,1,2020-01-01,0.57,3,79
40915258,NEW! Sunny 1 BD Apt in Classic Chevy Chase DC Home,318753695,Helen,,"Hawthorne, Barnaby Woods, Chevy Chase",38.97232,-77.06373,Entire home/apt,90,30,0,,,1,141
40918906,Secure furnished DuPont Circle apartment,5282899,Jd,,"Dupont Circle, Connecticut Avenue/K Street",38.91232,-77.04038,Entire home/apt,90,7,0,,,1,62
40924034,Modern and clean room in renovated condo,49996088,Vanessa,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92862,-77.02053,Private room,150,1,0,,,1,66
40924361,"Bright, airy & modern studio in the heart of Shaw!",58995754,Vanessa,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91699,-77.02483,Entire home/apt,120,2,0,,,1,0
40938273,LOCATION! Only 15 minutes to most DC attractions,1131910,Adam,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92564,-77.02579,Entire home/apt,126,2,0,,,6,210
40940104,Immaculate Capitol Hill Residences - 10BD,11309130,Michael,,"Union Station, Stanton Park, Kingman Park",38.89545,-76.99829,Entire home/apt,1999,2,0,,,9,138
40942450,Private Bathroom/Bedroom. Central Washington. A22,190196209,Efrain,,"Shaw, Logan Circle",38.9101,-77.02376,Private room,55,1,15,2020-02-19,7.26,7,178
40942999,Sleek 2B | Gym+Steps to Nats Park & Metro | by GLS,30283594,Kara,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87791,-77.01635,Entire home/apt,209,1,0,,,40,359
40943404,"Large, sunny 1 bedroom apartment in Adams Morgan",1564422,Jasmine,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92575,-77.04,Entire home/apt,60,7,1,2019-12-20,0.46,1,34
40945181,Charming Tenleytown Basement Studio Close to Metro,33873876,Niki,,"Friendship Heights, American University Park, Tenleytown",38.95349,-77.08084,Entire home/apt,80,1,3,2020-01-11,1.67,1,38
40950741,"Duo Housing, 12 Bed Mixed Dorm",71508455,Duo Housing,,"Shaw, Logan Circle",38.90687,-77.02736,Shared room,7000,1,1,2020-02-13,1,7,338
40950757,"Duo Housing, 10 Bed Mixed Dorm",71508455,Duo Housing,,"Shaw, Logan Circle",38.9067,-77.02602,Shared room,7000,1,0,,,7,338
40950769,"Duo Housing, 8 Bed Mixed Dorm",71508455,Duo Housing,,"Shaw, Logan Circle",38.90606,-77.02792,Shared room,7000,1,0,,,7,338
40950779,"Duo Housing, 6 Bed Mixed Dorm",71508455,Duo Housing,,"Shaw, Logan Circle",38.90619,-77.02721,Shared room,7000,1,0,,,7,333
40950787,"Duo Housing, 6 Bed Private Dorm",71508455,Duo Housing,,"Shaw, Logan Circle",38.9068,-77.02734,Shared room,7000,1,2,2020-02-10,2,7,340
40950797,"Duo Housing, 4 Bed Mixed Dorm",71508455,Duo Housing,,"Shaw, Logan Circle",38.90608,-77.02786,Shared room,7000,1,0,,,7,339
40950812,"Duo Housing, 2 Bed Mixed Dorm",71508455,Duo Housing,,"Shaw, Logan Circle",38.90671,-77.02625,Shared room,7000,1,0,,,7,308
40961021,Chic 1BR | Business Center+Gym | Downtown | by GLS,30283594,Kara,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90025,-77.03331,Entire home/apt,189,2,2,2020-02-15,1.33,40,322
40964027,"Private Bathroom/Bedroom,Central DC. 3rd Floor.A31",190196209,Efrain,,"Shaw, Logan Circle",38.91027,-77.02391,Private room,55,1,17,2020-02-16,8.23,7,200
40964440,Chic 1B DC Condo | Steps to Metro | by GLS,30283594,Kara,,"West End, Foggy Bottom, GWU",38.90135,-77.0485,Entire home/apt,249,21,0,,,40,350
40965041,"private Bedroom,Central Washington,Shared bath,A23",190196209,Efrain,,"Shaw, Logan Circle",38.91157,-77.0228,Private room,50,1,15,2020-02-19,7.63,7,193
40971368,Pet-Friendly 3BR House Near Capitol Hill,48005494,Zeus,,"Union Station, Stanton Park, Kingman Park",38.89487,-76.99964,Entire home/apt,209,30,0,,,186,260
40973619,Modern and New house in DC.,319451155,Melat,,Historic Anacostia,38.86342,-76.97901,Entire home/apt,270,2,0,,,1,0
40988436,Oasis in the City,106426179,Deb,,"Takoma, Brightwood, Manor Park",38.96722,-77.02598,Private room,48,60,0,,,5,202
41001530,Big private room in DC,178429569,Alex,,"Takoma, Brightwood, Manor Park",38.97239,-77.02599,Private room,85,1,0,,,1,365
41004361,Three windows private room,315862664,Tashi,,"Takoma, Brightwood, Manor Park",38.96514,-77.02605,Private room,39,1,3,2020-02-16,2.00,6,354
41006046,"2 bedrooms apt, Capital Hill, Smithsonian, Metro",317377051,Ahmet,,"Capitol Hill, Lincoln Park",38.88364,-76.99171,Entire home/apt,149,1,1,2020-01-01,0.57,2,261
41006925,Events welcome,132109604,Ronnie,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91367,-77.00859,Entire home/apt,350,1,0,,,1,17
41006962,GORGEOUS ☆ Modern LUX Dream ☆ 3 BR Row Home,160020457,Ron,,"Shaw, Logan Circle",38.9122,-77.02254,Entire home/apt,500,2,1,2020-01-20,0.88,4,79
41010682,Charming 1BR in Historic DuPont Loft w/Parking!,205105773,Anita,,"Dupont Circle, Connecticut Avenue/K Street",38.91022,-77.03974,Entire home/apt,99,1,7,2020-02-16,3.82,9,124
41011043,Quaint 1BR in Historic 1800's DuPont Brownstone!,205105773,Anita,,"Dupont Circle, Connecticut Avenue/K Street",38.91086,-77.04066,Entire home/apt,99,1,4,2020-02-17,2.40,9,109
41011192,Spacious 4BR/4BA with Parking &Private Roof Deck!,205105773,Anita,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91538,-77.03371,Entire home/apt,399,1,6,2020-02-20,3.16,9,104
41011379,English Basement 1BR/1BA near Historic U Street!,205105773,Anita,,"Dupont Circle, Connecticut Avenue/K Street",38.91665,-77.03568,Entire home/apt,80,1,4,2020-02-14,2.18,9,126
41011497,Serene 3BR/1.5BA Row Home Near Union Station!,205105773,Anita,,"Union Station, Stanton Park, Kingman Park",38.90086,-76.99957,Entire home/apt,165,1,3,2020-01-26,1.64,9,86
41012240,DC Bright & Private Basement Room!,104958379,Rashaida,,"Congress Heights, Bellevue, Washington Highlands",38.82682,-77.01172,Private room,65,1,0,,,1,47
41018986,"Ideal Dupont Circle 1BR nr. Logan Circle & 14th Street, by Blueground",107434423,Blueground,,"Dupont Circle, Connecticut Avenue/K Street",38.9117,-77.03698,Entire home/apt,90,30,0,,,165,249
41024183,"Upscale, Bright Condo | Downtown DC | Gym | by GLS",30283594,Kara,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.8989,-77.0342,Entire home/apt,189,2,2,2020-02-04,2,40,322
41026303,Downtown Victorian by Convention Center & Metro,99592151,Blen,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90664,-77.01191,Entire home/apt,225,2,1,2020-02-02,1,4,125
41028528,NEW Capitol Hill Corner - Quaint & Walk To It All,43617494,Karen,,"Union Station, Stanton Park, Kingman Park",38.89564,-77.00098,Entire home/apt,130,2,7,2020-02-17,6.18,1,58
41030878,Adams Morgan/Nat'l Zoo 1BR Apt #14,23193071,Michael,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92514,-77.0427,Entire home/apt,70,14,0,,,2,143
41031750,Three bedroom apartment on 9th & u st NW DC,182758150,Dessalegn,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91662,-77.02306,Entire home/apt,220,1,2,2020-01-05,1.09,1,170
41033518,DC Modern in Foggy Bottom / GW,1864688,Blü Properties,,"West End, Foggy Bottom, GWU",38.90326,-77.05142,Entire home/apt,103,1,5,2020-01-25,3.41,15,73
41048684,Cozy apartment by the Wharf,765801,Ilire,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87862,-77.02139,Entire home/apt,120,3,0,,,1,14
41048974,Bright & Spacious Ground Floor 1BR in DuPont Cir.,205105773,Anita,,"Dupont Circle, Connecticut Avenue/K Street",38.91143,-77.04062,Entire home/apt,125,1,1,2020-01-29,1,9,313
41049221,Affordable sleep 6 renovated ground floor unit,265391427,Darryl,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.86514,-76.96939,Entire home/apt,82,3,2,2020-01-20,1.25,6,101
