id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,zipcode,geometry
12395984,Cozy neat studio,67024800,Dominika,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92635,-77.10106999999999,Entire home/apt,61,1,1,2016-05-10,0.02,1,0,20016,POINT (-77.10106999999999 38.92635)
12399984,Top Floor | Cozy Open Space | MONTHLY RATES AVAIL!,10292686,Brian,,"Capitol Hill, Lincoln Park",38.889990000000004,-77.00228,Entire home/apt,165,30,27,2020-02-17,0.6,23,262,20003,POINT (-77.00228 38.88999)
12400338,Cozy Nest With Patio | MONTHLY RATES AVAIL!,10292686,Brian,,"Capitol Hill, Lincoln Park",38.89014,-77.00021,Entire home/apt,145,30,16,2020-01-03,0.35,23,351,20003,POINT (-77.00021 38.89014)
12403337,Beautiful Spacious DC Studio,67068549,Winston,,"Woodridge, Fort Lincoln, Gateway",38.92207,-76.95323,Entire home/apt,97,2,96,2019-10-20,2.05,1,337,20018,POINT (-76.95323 38.92207)
12421372,One bedroom basement apartment,31230522,Michael,,"Colonial Village, Shepherd Park, North Portal Estates",38.979420000000005,-77.02815,Entire home/apt,95,1,106,2020-02-07,2.5,1,316,20012,POINT (-77.02815 38.97942)
12423375,Modern and Very  Private Space  - Capitol Hill,2216329,Joseph,,"Capitol Hill, Lincoln Park",38.88156,-76.99892,Entire home/apt,125,3,177,2020-02-17,3.89,1,10,20003,POINT (-76.99892 38.88156)
12431578,Comfy room for 2 in large family home w/great yard,45509940,Autumn,,"Takoma, Brightwood, Manor Park",38.9701,-77.02129000000001,Private room,49,10,11,2018-08-11,0.25,3,65,20012,POINT (-77.02129000000001 38.9701)
12433404,Beautiful room in Dupont circle,2055019,Eva,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91131,-77.0509,Private room,80,1,1,2016-05-01,0.02,1,0,20036,POINT (-77.0509 38.91131)
12433771,Modern rowhouse in DC perfect for inauguration!,67261105,Chelsey,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.962579999999996,-77.00017,Private room,325,2,3,2016-06-29,0.07,1,88,20912,POINT (-77.00017 38.96258)
12446479,Upscale 1BR | Gym | Mins to White House | By GLS,30283594,Kara,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.9004,-77.03256,Entire home/apt,169,3,1,2018-01-11,0.04,40,0,20005,POINT (-77.03256 38.9004)
12490601,Modern Condo in Washington DC,51959092,Daphne,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91409,-77.01623000000001,Entire home/apt,225,2,3,2016-09-08,0.07,1,21,20001,POINT (-77.01623000000001 38.91409)
12494558,Urban Sanctuary on Capitol Hill,32928805,Jamie,,"Union Station, Stanton Park, Kingman Park",38.89779,-76.99511,Entire home/apt,200,3,35,2019-10-19,0.78,1,127,20002,POINT (-76.99511 38.89779)
12512233,Skylit One Bedroom - One Mile from the Capitol,20118762,Josh,,"Union Station, Stanton Park, Kingman Park",38.90297,-76.99476999999999,Private room,86,2,171,2020-02-11,3.79,1,28,20002,POINT (-76.99476999999999 38.90297)
12513818,Charming Couch in Columbia Heights,32927652,Jousett,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92458,-77.02942,Shared room,65,4,21,2019-11-08,0.51,3,83,20010,POINT (-77.02942 38.92458)
12513824,Capitol Hill Luxury Boutique Condo,67773788,Jessica,,"Capitol Hill, Lincoln Park",38.88098,-76.99079,Entire home/apt,225,1,25,2019-10-30,0.54,1,51,20003,POINT (-76.99079 38.88098)
12523833,"Bright, clean and quiet U Street apartment!",37368137,Andrea,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92157,-77.03171,Entire home/apt,85,7,2,2017-03-24,0.04,1,0,20009,POINT (-77.03171 38.92157)
12530488,1BR in the center of DC,52105252,Andrew,,"Dupont Circle, Connecticut Avenue/K Street",38.91271,-77.03671,Entire home/apt,180,1,7,2016-10-22,0.15,1,0,20036,POINT (-77.03671 38.91271)
12532661,Woodley Park Guest House:Twin Room+Daily Breakfast,12804388,Laura,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.926559999999995,-77.05487,Private room,145,2,11,2018-11-18,0.24,3,133,20008,POINT (-77.05486999999999 38.92655999999999)
12535607,"Union Station, 3 BR/4 Beds with secure parking",31551607,Ingrid,,"Union Station, Stanton Park, Kingman Park",38.89659,-77.00222,Entire home/apt,249,3,41,2019-12-29,1.73,1,241,20260,POINT (-77.00221999999999 38.89659)
12539013,Two Floors of Eckington Modern Rowhouse,67933890,Karen,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91234,-77.0075,Private room,85,1,1,2016-06-05,0.02,2,179,20001,POINT (-77.00749999999999 38.91234)
12543257,Blue Room-  Guest Room,67966277,Samuel,,"Woodridge, Fort Lincoln, Gateway",38.93121,-76.97076,Private room,53,2,234,2020-02-17,5.03,4,33,20018,POINT (-76.97076 38.93121)
12544839,Fabulous Artsy Apartment,15784084,Matt,,"Shaw, Logan Circle",38.90737,-77.0248,Entire home/apt,135,1,292,2020-02-13,6.29,2,232,20001,POINT (-77.0248 38.90737)
12545284,Sunny in Anacostia--Close to Nationals Stadium!,67981081,Matthew,,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.86827,-76.98826,Entire home/apt,150,2,1,2019-10-27,0.25,1,21,20003,POINT (-76.98826 38.86827)
12546424,Style & Comfort in Capitol Hill,33239662,Tafi & David,,"Capitol Hill, Lincoln Park",38.88824,-76.98924,Entire home/apt,110,2,197,2019-12-01,4.45,1,27,20003,POINT (-76.98924 38.88824)
12557130,Cozy Spacious 1BR/1BA (Private)- NWDC Logan Circle,6390384,Emmett,,"Shaw, Logan Circle",38.9068,-77.02882,Private room,100,2,2,2016-07-16,0.04,2,0,20005,POINT (-77.02882 38.9068)
12559067,"Sunny Private Apt, Balcony & View!",19108276,Daniel,,"North Cleveland Park, Forest Hills, Van Ness",38.943870000000004,-77.06187,Entire home/apt,100,2,0,,,1,0,20008,POINT (-77.06187 38.94387)
12562846,Super Comfortable - Great Space - Walk to Metro,4795247,Diana,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9242,-77.04585,Entire home/apt,139,2,199,2020-02-15,4.28,3,218,20009,POINT (-77.04585 38.9242)
12564603,Charming studio in ideal location w/rooftop pool!,41463991,Julia,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90415,-77.0282,Entire home/apt,96,2,4,2016-11-02,0.09,1,0,20005,POINT (-77.0282 38.90415)
12569084,Gateway to Embassy Row,68148432,Dott,,"Brightwood Park, Crestwood, Petworth",38.94828,-77.03357,Private room,50,3,10,2019-10-12,0.49,1,325,20011,POINT (-77.03357 38.94828)
12579823,Luxury 1 bd Apartment on the Metro,68222993,Ashley,,"Brightwood Park, Crestwood, Petworth",38.9364,-77.02568000000001,Entire home/apt,85,2,3,2016-11-26,0.07,1,0,20010,POINT (-77.02568000000001 38.9364)
12588383,!!!!Guest Residence nHistoric Mt.Pleasant:Sweet#1!,13239338,Sleep Sweets DC Project,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93208,-77.04225,Private room,60,1,55,2019-10-25,1.31,6,365,20010,POINT (-77.04225 38.93208)
12588712,!!!!Walk Out&Enjoy! Mt.Pleasant Columbia Heights!!,13239338,Sleep Sweets DC Project,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93208,-77.04225,Entire home/apt,151,1,49,2020-01-15,1.15,6,356,20010,POINT (-77.04225 38.93208)
12600050,Spacious Private Room&Private Bath,17781386,Perry & Alp,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92879,-77.02512,Private room,90,1,56,2019-10-20,1.21,1,89,20010,POINT (-77.02512 38.92879)
12600421,"Walk to Capitol, Museums, Natl Mall, 4 Metro stps",7874690,Linda,,"Near Southeast, Navy Yard",38.87853,-77.00018,Private room,75,2,27,2019-11-11,0.58,2,0,20003,POINT (-77.00018 38.87853)
12603290,One bedroom U Steet Corridor,68399594,Maggie,,"Howard University, Le Droit Park, Cardozo/Shaw",38.916740000000004,-77.02933,Entire home/apt,145,2,52,2019-11-08,1.13,1,78,20009,POINT (-77.02933 38.91674)
12604252,Cozy Shaw Apartment,36305648,Abigail,,"Shaw, Logan Circle",38.91134,-77.02084,Entire home/apt,135,3,2,2018-03-27,0.09,1,0,20001,POINT (-77.02084000000001 38.91134)
12623775,Beautiful townhouse at great location w/parking!,11771833,Luisa,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88023,-77.02008000000001,Entire home/apt,350,2,72,2020-01-03,1.62,2,244,20024,POINT (-77.02008000000001 38.88023)
12623839,Row home room in Washington,6355960,Matthew,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91875,-77.00281,Private room,63,1,55,2019-11-17,1.19,4,304,20001,POINT (-77.00281 38.91875)
12634006,"Cozy, Modern Condo in Quiet yet Central DC",10640529,Robert,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92508,-77.04249,Entire home/apt,79,2,11,2017-05-05,0.24,1,0,20009,POINT (-77.04249 38.92508)
12643387,Trendy Apt in Columbia Heights!,45142183,Allen,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.928020000000004,-77.02356999999999,Entire home/apt,97,2,12,2016-09-01,0.26,1,0,20010,POINT (-77.02356999999999 38.92802)
12646701,"Fresh, friendly Petworth apartment!",41565910,Morgan,,"Brightwood Park, Crestwood, Petworth",38.951159999999994,-77.0252,Entire home/apt,85,2,228,2019-11-10,4.92,2,0,20011,POINT (-77.0252 38.95115999999999)
12650953,Spacious Meridian Hill Park 1BR/1B,9740953,Elizabeth,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92374,-77.03737,Entire home/apt,125,1,8,2017-09-09,0.17,1,0,20009,POINT (-77.03737 38.92374)
12654099,Capitol Hill-Eastern Market-H Street Corridor!,21002524,Nicole,,"Union Station, Stanton Park, Kingman Park",38.89456,-76.99531,Entire home/apt,92,1,2,2019-10-13,0.07,1,256,20003,POINT (-76.99531 38.89456)
12655962,"Private Suite- urban, pet friendly, easy parking",60556302,Hodayah,,"Brightwood Park, Crestwood, Petworth",38.958690000000004,-77.02709,Entire home/apt,50,3,57,2020-02-03,1.23,1,30,20011,POINT (-77.02709 38.95869)
12656977,Relaxing Rowhouse Room in NE DC,415218,Max,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.901990000000005,-76.93862,Private room,23,30,6,2018-12-08,0.15,1,0,20019,POINT (-76.93862 38.90199)
12678029,Updated Rowhouse in Northeast,686959,Jennifer,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.905390000000004,-76.97981999999999,Entire home/apt,70,1,1,2017-01-21,0.03,1,0,20002,POINT (-76.97981999999999 38.90539)
12682227,Furnished 1 bd/1/ba Foggy Bottom,38257778,Jo Lynn,,"West End, Foggy Bottom, GWU",38.900999999999996,-77.05266,Entire home/apt,1950,1,0,,,1,0,20006,POINT (-77.05266 38.901)
12709221,Large Electic Apt RockCrk Park DC,14700088,Shasha,,"Takoma, Brightwood, Manor Park",38.97079,-77.03428000000001,Entire home/apt,90,2,3,2016-07-22,0.07,1,364,20012,POINT (-77.03428000000001 38.97079)
12709271,Quaint Takoma Bungalow.,3288651,Sheryl,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.97104,-77.01476,Private room,40,2,15,2019-10-08,0.35,3,90,20912,POINT (-77.01476 38.97104)
12709482,Private bed and bath with Parking,27109014,Alexander,,"Shaw, Logan Circle",38.9098,-77.02224,Private room,88,3,13,2019-11-09,0.29,1,311,20001,POINT (-77.02224 38.9098)
12710257,"Walk to Convention Center, W. House, & Museums!",63788704,Courtney,,"Shaw, Logan Circle",38.90822,-77.02879,Entire home/apt,250,2,33,2020-01-15,0.96,1,316,20005,POINT (-77.02879 38.90822)
12710903,Warm & Spacious Apt on Capitol Hill,3417061,Chris & Anna,,"Union Station, Stanton Park, Kingman Park",38.89866,-76.99575,Entire home/apt,85,2,80,2020-02-19,1.79,1,19,20002,POINT (-76.99575 38.89866)
12736190,Perfectly located chill house-Convention Center,18048636,Andrew,,"Shaw, Logan Circle",38.90922,-77.02396,Private room,69,2,10,2019-12-11,0.23,8,325,20001,POINT (-77.02396 38.90922)
12736648,A Charming Bedroom near Capitol,22009431,Sunny,,"Capitol Hill, Lincoln Park",38.88884,-76.99698000000001,Private room,62,2,8,2017-01-22,0.17,1,0,20003,POINT (-76.99698000000001 38.88884)
12758628,DC Gem- A charming hidden oasis,60398867,Lenya,,"Woodridge, Fort Lincoln, Gateway",38.92781,-76.96173,Entire home/apt,160,2,68,2020-02-08,1.73,1,272,20018,POINT (-76.96173 38.92781)
12758931,"Contemporary, Spacious 1-Bedroom",69403545,LilliAnn,,"Howard University, Le Droit Park, Cardozo/Shaw",38.916140000000006,-77.01984,Entire home/apt,180,3,52,2020-02-07,1.14,1,364,20001,POINT (-77.01984 38.91614000000001)
12759295,Yellow Room- Quiet Sunroom  Reuse,67966277,Samuel,,"Woodridge, Fort Lincoln, Gateway",38.93224,-76.96977,Private room,39,2,201,2020-02-17,4.37,4,47,20018,POINT (-76.96977 38.93224)
12763181,Ingleside Retreat,18054446,Tanya,,"Brightwood Park, Crestwood, Petworth",38.936170000000004,-77.0415,Entire home/apt,100,3,110,2019-11-30,2.41,1,291,20010,POINT (-77.0415 38.93617)
12784285,Capitol Hill Studio on the Park!,44859433,Olivia And Jason,,"Capitol Hill, Lincoln Park",38.88957,-76.98987,Entire home/apt,119,2,135,2020-02-02,2.93,1,0,20003,POINT (-76.98987 38.88957)
12794738,Charming Pvt. Apt - Mins. to All - Start Here!,6150789,Jane,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92928,-77.02736,Entire home/apt,122,1,264,2020-01-05,5.85,1,117,20010,POINT (-77.02736 38.92928)
12796588,"1 Bedroom, 2blocks from georgetown main road",69700852,Inhye,,"Georgetown, Burleith/Hillandale",38.90757,-77.0673,Entire home/apt,130,5,1,2016-08-21,0.02,1,0,20007,POINT (-77.0673 38.90757)
12804379,"Gorgeous spaceous home in DC, close to metro",12773179,Chris,,"Friendship Heights, American University Park, Tenleytown",38.95745,-77.08215,Entire home/apt,195,4,3,2018-12-31,0.07,3,0,20015,POINT (-77.08215 38.95745)
12808428,Entire 2 Bedroom Apartment in Columbia Heights,69819777,Hoa,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.932759999999995,-77.01955,Entire home/apt,145,1,17,2020-02-17,0.37,7,342,20010,POINT (-77.01955 38.93275999999999)
12810681,2BR Columbia Hts row house,69845083,Jim,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9256,-77.0263,Entire home/apt,145,2,12,2017-06-25,0.26,2,0,20010,POINT (-77.02630000000001 38.9256)
12810743,Beautiful luxury apt. on Mass Ave.,67817351,Sharia,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90081,-77.01883000000001,Entire home/apt,115,1,0,,,1,0,20260,POINT (-77.01883000000001 38.90081)
12820227,2BR/2BA + private parking/Convention Center,41202137,Laura,,"Shaw, Logan Circle",38.90611,-77.01545,Entire home/apt,269,1,7,2016-11-13,0.16,1,0,20001,POINT (-77.01545 38.90611)
12833258,"Clean, Sleek and Modern 1-Bedroom Basement Apt",65964736,Tim,,"Brightwood Park, Crestwood, Petworth",38.94036,-77.0183,Entire home/apt,104,3,88,2020-02-17,1.99,1,330,20011,POINT (-77.0183 38.94036)
12842399,Private Bedroom in historic DC.,52782392,Michael,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.907090000000004,-77.01118000000001,Private room,55,2,76,2020-01-25,1.78,1,6,20001,POINT (-77.01118000000001 38.90709)
12843467,Bed + Private Bathroom in Condo,18994112,Jane,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91407,-77.01399,Private room,70,1,16,2016-06-03,0.35,1,0,20001,POINT (-77.01399000000001 38.91407)
12844553,Cozy in the City - 1BR (Close to everything!),18746676,Michael,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91637,-77.01576999999999,Entire home/apt,75,1,106,2020-01-26,3.84,1,112,20001,POINT (-77.01576999999999 38.91637)
12849145,Charming studio apt in upper Georgetown- Summer,52597877,Patrick,,"Cathedral Heights, McLean Gardens, Glover Park",38.923,-77.07478,Entire home/apt,88,5,48,2019-08-18,1.07,2,0,20007,POINT (-77.07478 38.923)
12850682,Entire Top Two Floors Tons of Light HUGE Deck,10292686,Brian,,"Capitol Hill, Lincoln Park",38.890679999999996,-77.00155,Entire home/apt,165,30,4,2018-04-09,0.09,23,0,20003,POINT (-77.00154999999999 38.89068)
12856566,Convention Center - Private Bedroom!,18048636,Andrew,,"Shaw, Logan Circle",38.907959999999996,-77.02538,Private room,119,3,11,2018-08-11,0.24,8,325,20001,POINT (-77.02538 38.90796)
12864508,Grand Building|GREAT FOR MONTHLY OR LONGER TERM!,10292686,Brian,,"Capitol Hill, Lincoln Park",38.890640000000005,-76.99754,Entire home/apt,125,30,17,2020-01-26,0.6,23,360,20003,POINT (-76.99754 38.89064)
12864942,Classic Street Views|Cozy Spot|MONTHLY or Longterm,10292686,Brian,,"Capitol Hill, Lincoln Park",38.890640000000005,-76.99754,Entire home/apt,165,30,4,2018-04-15,0.09,23,358,20003,POINT (-76.99754 38.89064)
12865283,Charming row house apartment near everything,5094757,David & Kathy,,"Dupont Circle, Connecticut Avenue/K Street",38.913740000000004,-77.03842,Entire home/apt,95,1,360,2020-01-22,8.95,1,233,20009,POINT (-77.03842 38.91374)
12866552,Tiny House Hideaway | 3 blocks to Capitol,10292686,Brian,,"Capitol Hill, Lincoln Park",38.89053,-77.00139,Entire home/apt,175,30,6,2019-08-22,0.14,23,301,20003,POINT (-77.00139 38.89053)
12866878,Historic Tiny House|3 blocks to Capitol,10292686,Brian,,"Capitol Hill, Lincoln Park",38.89053,-77.00139,Entire home/apt,175,30,18,2020-01-16,0.44,23,204,20003,POINT (-77.00139 38.89053)
12867157,English Basement steps from H St,24843476,Megan,,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90146,-76.9845,Entire home/apt,66,2,6,2016-06-25,0.13,1,90,20002,POINT (-76.9845 38.90146)
12869982,1 Bedroom / 1 Bath Apartment in DC,63293808,Marcelo,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.898740000000004,-77.01479,Entire home/apt,110,1,3,2016-05-19,0.06,1,0,20260,POINT (-77.01479 38.89874)
12872197,Perfect place to call home for a DC adventure!,36482066,Todd,,"Union Station, Stanton Park, Kingman Park",38.89767,-76.97176999999999,Entire home/apt,75,2,141,2020-01-20,3.12,1,99,20002,POINT (-76.97176999999999 38.89767)
12883021,"Comfortable, modern loft in perfect location!",10201307,Emily,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90083,-77.01438,Entire home/apt,150,2,23,2018-07-06,0.51,1,0,20260,POINT (-77.01438 38.90083)
12885229,Charming Capitol Hill Garden Apt,70515834,Sean And Emily,,"Union Station, Stanton Park, Kingman Park",38.895959999999995,-76.99152,Entire home/apt,119,5,91,2019-10-21,1.98,1,0,20003,POINT (-76.99151999999999 38.89596)
12886507,Garden Suite,9348212,Farida,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.933820000000004,-77.06470999999999,Entire home/apt,120,2,69,2020-02-17,1.54,1,133,20008,POINT (-77.06470999999999 38.93382)
12886561,"Cozy, English Flat styled Studio!",70527439,Denise C.,,"Takoma, Brightwood, Manor Park",38.96387,-77.02301999999999,Entire home/apt,49,1,52,2019-10-02,1.14,1,208,20011,POINT (-77.02301999999999 38.96387)
12887485,Private room in a quiet neighborhood,70536811,Etaba,,"Takoma, Brightwood, Manor Park",38.96907,-77.03501,Private room,36,3,6,2019-08-23,0.21,1,177,20012,POINT (-77.03501 38.96907)
12890956,Luxury Studio in Downtown DC,70571367,H,,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.898920000000004,-77.01666999999999,Entire home/apt,550,3,0,,,2,0,20260,POINT (-77.01666999999999 38.89892)
12899127,Style Meets Comfort at NOMA Metro,70651343,Amber,,"Union Station, Stanton Park, Kingman Park",38.90607,-77.00106,Entire home/apt,101,1,10,2016-07-31,0.22,1,0,20001,POINT (-77.00106 38.90607)
12901338,Dupont Circle 1st Flr 1 Bed Apt,13319995,Max B.,,"West End, Foggy Bottom, GWU",38.90665,-77.04720999999999,Entire home/apt,100,32,1,2016-06-10,0.02,2,0,20036,POINT (-77.04720999999999 38.90665)
12902944,2 BR in House in Georgetown,70689374,Jared,,"Georgetown, Burleith/Hillandale",38.90788,-77.05718,Entire home/apt,250,10,0,,,2,0,20036,POINT (-77.05718 38.90788)
12902969,Beautiful Apt next to Union Station,16459170,Ben,,"Union Station, Stanton Park, Kingman Park",38.901509999999995,-77.00256999999999,Shared room,140,1,0,,,1,0,20260,POINT (-77.00256999999999 38.90150999999999)
12916338,Beautiful room Historic Mt Pleasant walk to metro,5656,Wahid,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93038,-77.03734,Private room,42,1,104,2020-02-04,2.26,4,0,20010,POINT (-77.03734 38.93038)
12917220,Lovely Apartment in the Heart of Georgetown,23518346,Mitra,,"Georgetown, Burleith/Hillandale",38.905390000000004,-77.06808000000001,Entire home/apt,135,2,114,2020-02-09,2.78,1,142,20007,POINT (-77.06808000000001 38.90539)
12926545,"Private Room in Quiet, Eclectic Home in Quaint Mt. Pleasant",7920042,Cinderella,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9347,-77.04257,Private room,55,1,119,2019-12-20,2.6,2,128,20010,POINT (-77.04257 38.9347)
12927810,Dupont Circle Elegant Gem!,28011820,Marcy,,"Dupont Circle, Connecticut Avenue/K Street",38.913579999999996,-77.04325,Entire home/apt,159,30,8,2019-12-10,0.17,9,323,20036,POINT (-77.04325 38.91358)
12931835,"Washington, DC",5852532,R,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.85518,-76.96074,Entire home/apt,120,30,0,,,2,0,20020,POINT (-76.96074 38.85518)
12932894,Great 1 br apt in perfect location,10703781,Roshni,,"Dupont Circle, Connecticut Avenue/K Street",38.911970000000004,-77.03803,Entire home/apt,150,1,4,2016-07-24,0.09,1,0,20036,POINT (-77.03803000000001 38.91197)
12933434,Renovated Basement Apartment/1 block from metro,68764345,Renee,,"Capitol View, Marshall Heights, Benning Heights",38.89193,-76.93544,Entire home/apt,30,4,71,2020-02-03,1.73,1,24,20019,POINT (-76.93544 38.89193)
12935921,Charming Private Room & Private Bath fresh Clean!!,45325566,Elsy,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.934059999999995,-77.02676,Private room,99,1,21,2018-06-29,0.47,3,204,20010,POINT (-77.02676 38.93406)
12943682,Foggy Bottom 1 Bedroom - Walk to Metro!,2131753,Shannon,,"West End, Foggy Bottom, GWU",38.90064,-77.05188000000001,Entire home/apt,135,29,7,2020-02-11,0.25,12,47,20006,POINT (-77.05188000000001 38.90064)
12948696,Chill Group House in Central DC,11310397,Joe,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.918079999999996,-77.01049,Private room,50,1,5,2016-05-30,0.11,1,0,20001,POINT (-77.01049 38.91808)
12953767,Hidden treasure in the Nation's Capital,33915089,John,,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",38.85836,-76.95881999999999,Private room,85,2,17,2017-04-10,0.37,1,0,20020,POINT (-76.95881999999999 38.85836)
12955438,Queen Bed near H Street Night Life,523455,Amira,,"Union Station, Stanton Park, Kingman Park",38.90178,-76.98915,Private room,55,2,9,2016-07-06,0.2,3,0,20002,POINT (-76.98915 38.90178)
12964842,Private contemporary 1b/b in heart of DC,10927856,Bobby,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92539,-77.04188,Entire home/apt,90,3,28,2019-01-19,0.66,1,0,20009,POINT (-77.04188000000001 38.92539)
12969857,One bedroom in DC- Great Location!,52163633,Hannah,,"Dupont Circle, Connecticut Avenue/K Street",38.91174,-77.03875,Entire home/apt,149,2,3,2016-11-16,0.07,1,0,20036,POINT (-77.03874999999999 38.91174)
12973607,Private Bedroom Suite w/ Free Parking!,58228107,Derrick,,"Woodland/Fort Stanton, Garfield Heights, Knox Hill",38.86079,-76.97099,Private room,45,2,104,2020-02-08,3.47,1,55,20020,POINT (-76.97099 38.86079)
12973803,private  room in Dc,25634014,Oscar,,"Brightwood Park, Crestwood, Petworth",38.95915,-77.03223,Private room,44,1,225,2020-01-28,5.09,1,27,20011,POINT (-77.03223 38.95915)
12984553,Lovely Pet-Friendly Home Near Metro & Restaurants,46020006,Vikki,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92439,-77.04411,Entire home/apt,130,5,2,2016-07-26,0.05,1,0,20009,POINT (-77.04411 38.92439)
12988929,Modern Flat steps to everything with parking!,71553034,James,,"Shaw, Logan Circle",38.908809999999995,-77.01772,Entire home/apt,115,2,232,2020-01-31,5.07,1,120,20001,POINT (-77.01772 38.90881)
12989986,Columbia Heights English Basement,1267242,Milli,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93605,-77.0295,Entire home/apt,150,2,10,2019-06-13,0.23,2,364,20010,POINT (-77.0295 38.93605)
13001509,"Cute, Quaint and Quiet(A Hipster's Reading Nook)",67905334,Deatrice,,"Woodridge, Fort Lincoln, Gateway",38.93486,-76.965,Private room,25,7,22,2019-12-21,0.54,2,363,20018,POINT (-76.965 38.93486)
13005087,3BD/2.5 BTR free st. Parking & metro access,65403910,Hana,,"Brightwood Park, Crestwood, Petworth",38.94871,-77.02415,Entire home/apt,268,2,172,2020-01-19,3.76,2,280,20011,POINT (-77.02415000000001 38.94871)
13006010,Upscale Condo on 14th. St,7727609,James,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92232,-77.03099,Entire home/apt,140,1,1,2016-11-16,0.03,1,0,20009,POINT (-77.03099 38.92232)
13006094,Noma community Apartment,71731945,Daniel,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90724,-77.0127,Private room,75,2,52,2020-01-17,1.54,1,265,20001,POINT (-77.0127 38.90724)
13030607,"Nice, comfortable studio in the center of DC",21812776,Elena,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91701,-77.04467,Entire home/apt,90,2,1,2017-02-05,0.03,1,0,20009,POINT (-77.04467 38.91701)
13032102,3 bedroom House next to Stadium Armory metro,3393772,Justin,,"Capitol Hill, Lincoln Park",38.88681,-76.97802,Entire home/apt,825,2,0,,,1,0,20003,POINT (-76.97802 38.88681)
13038149,Book Filled Urban Oasis,23246212,Carl,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.912240000000004,-77.01055,Private room,68,2,116,2019-10-13,2.56,2,359,20001,POINT (-77.01054999999999 38.91224)
13041230,Tiny House in Historic Capitol Hill Neighborhood,72127835,Tiffany,,"Union Station, Stanton Park, Kingman Park",38.894909999999996,-77.00248,Private room,90,3,33,2017-03-24,0.76,1,0,20260,POINT (-77.00248000000001 38.89491)
13051085,Dupont Circle 2 Bedroom - Can't beat the location!,72241287,Gloria,,"Dupont Circle, Connecticut Avenue/K Street",38.91114,-77.0381,Entire home/apt,150,2,29,2018-12-14,0.82,1,0,20036,POINT (-77.0381 38.91114)
